Brand,Logo,Since,Country,Info
SPICETHINGSUP,https://image.msscdn.net/mfile_s01/_brand/free_medium/spicethingsup.png?202401091106,SINCE 2023,한국,"스파이스띵스업(SPICETHINGSUP)은 시시각각 변해가는 현시대에 느리지만 변하지 않는 본질의 가치, '장인정신'을 기반으로 브랜드만의 독자성과 희소가치를 반영합니다. 다양한 소재와 흥미로운 아이템으로 평범한 일상에 특별함을 담을 수 있는 고유의 스타일을 선사합니다."
OOOMARKET,https://image.msscdn.net/mfile_s01/_brand/free_medium/ooomarket.png?202307110206,SINCE 2023,한국,"오오오마켓(OOOMARKET)은 여행 중 낯선 동네의 시장 구석에서 마음에 드는 오래된 제품을 발견했을 때의 기쁨, 그리고 그 안에 들어있는 날 것 그대로의 표현이 가득한 사용 설명서를 읽는 즐거움을 추구하는 브랜드입니다."
MEZZOKUNST,https://image.msscdn.net/mfile_s01/_brand/free_medium/mezzokunst.png?202305310255,SINCE 2017,한국,"MEZZOKUNST(메조쿤스트)는 ""예술과 패션 사이에 공존하는 매력적인 매개로 우리는 적절한 조화를 이룬다.""는 슬로건을 바탕으로 뉴 클래식, 서브 컬쳐를 지향하고 중성적인 감성을 세련된 스트리트 라인으로 제안하는 브랜드입니다."
GSIOUTDOORS,https://image.msscdn.net/mfile_s01/_brand/free_medium/gsioutdoors.png?202311150809,SINCE 1938,미국,"지에스아이 아웃도어스(GSI OUTDOORS)는 특유의 클래식 에나멜 웨어부터 초경량 경질의 알루미늄, 최첨단 폴리카보네이트에 이르는 다양한 소재와 혁신적인 디자인, 뛰어난 활용도, 아이디어를 통해 오늘날 모든 아웃도어 유저에게 가장 인기 있는 선택지 중 하나로 자리매김하고 있습니다."
AMUKOREA,https://image.msscdn.net/mfile_s01/_brand/free_medium/amukorea.png?202401100056,SINCE 2014,한국,"AMU KOREA(아무 코리아)는 개성 있는 모노톤 & 미니멀리즘 오버사이즈의 정확한 디자인을 하고 아방가르드 유니섹스라는 컨셉으로 무정형의 그래픽, 최상의 핸드페인팅을 기반으로 하여 오리지널 내면의 감각과 무드를 지향합니다."
ROKIN,https://image.msscdn.net/mfile_s01/_brand/free_medium/rokin.png?202311030608,SINCE 2021,한국,"로킨(ROKIN)은 아카이브의 한 페이지를 열어 만들어 냅니다. 잊고 있던 것들에 대한 탐구에서부터 현재의 우리에게 이어지는 시간에 대한 결과물까지, 어제의 기억 속 내일의 모습을 완성하는 시간을 제시합니다."
GENTLEMENSHARDWARE,https://image.msscdn.net/mfile_s01/_brand/free_medium/gentlemenshardware.png?202401030324,SINCE 2010,영국,"영국의 젠틀맨즈 하드웨어(GENTLEMENS HARDWARE)는 와일드앤울프(Wild&Wolf LTD.)에 등록된 브랜드로 새로운 시대의 신사들을 위한 뛰어난 내구성과 우수한 기능의 빈티지 아이템을 만듭니다. 멀티 도구부터 그루밍 액세서리, 캠핑 용품, 지갑과 같은 액세서리 등 다양한 제품을 소개하는 영국 최고의 브랜드입니다."
LETTER,https://image.msscdn.net/mfile_s01/_brand/free_medium/letter.png?202309210201,SINCE 2020,한국,"레터(LETTER)는 클래식 복식을 기반으로 소재의 변주와 절제된 디테일, 편안한 실루엣으로 브랜드의 가치를 드러냅니다."
YONEXGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/yonexgolf.png?202308180704,SINCE 1946,일본,요넥스골프(YONEX GOLF)는 고유의 최첨단 기술력을 바탕으로 한 스포츠 제품을 선보이는 글로벌 스포츠 브랜드 요넥스(YONEX)의 골프 라인입니다.
LALPHA,https://image.msscdn.net/mfile_s01/_brand/free_medium/lalpha.png?202402021409,SINCE 2020,일본,랄파(LALPHA)는 '삶을 더 풍부하게(Life + Alpha)'라는 뜻의 아웃도어 브랜드입니다.
ARTWORKMUSEUM,https://image.msscdn.net/mfile_s01/_brand/free_medium/artworkmuseum.png?202309150429,SINCE 2018,한국,아트워크 뮤지엄(ARTWORK MUSEUM)은 아트와 트렌드의 경계 사이를 일상에서 편안하게 착용할 수 있는 스트릿 웨어로 선보입니다. 독창적인 그래픽 아트를 담아 개성을 표현합니다.
MTSUMI,https://image.msscdn.net/mfile_s01/_brand/free_medium/mtsumi.png?202312211455,SINCE 2016,일본,마운틴수미(MTSUMI)는 교토풍의 문화를 디자인과 제품으로 담아낸 아웃도어 캠핑 브랜드입니다.
PATIZON,https://image.msscdn.net/mfile_s01/_brand/free_medium/patizon.png?202309171150,SINCE 2014,체코,"파티존(PATIZON)은 체코에서 온 프리미엄 구스다운 침낭 브랜드입니다. 매 순간 완벽한 무게와 기능, 디자인을 추구하며 최고의 다운 제품을 만들기 위해 늘 노력하고 나아갑니다."
NONFORMALHAUS,https://image.msscdn.net/mfile_s01/_brand/free_medium/nonformalhaus.png?202305040023,SINCE 2022,한국,논포멀하우스(NONFORMAL HAUS)는 유연한 착용감과 아름다운 실루엣으로 우리에게 에너지를 주는 테니스 웨어를 만듭니다. 스포츠 웨어와 일상복의 경계를 허물고 능동적인 우리의 모습을 이끄는 옷에 대해 소개합니다.
MYVIEW101,https://image.msscdn.net/mfile_s01/_brand/free_medium/myview101.png?202312070713,SINCE 2021,한국,마이뷰101(MYVIEW101)은 다양한 골프 프로젝트와 경험을 토대로 골퍼에게 중점을 두는 브랜드입니다. 심플함에 화려함을 담은 디자인과 새로운 트렌드를 연구하고 이러한 트렌드를 마이뷰101만의 방식으로 표현하는 것에 집중합니다.
HAUZIAN,https://image.msscdn.net/mfile_s01/_brand/free_medium/hauzian.png?202312121723,SINCE 2011,한국,"하우지안(HAUZIAN)은 '지혜롭고 편안한 집'이란 의미이며, 집을 뜻하는 HOUSE(하우스), 지혜로움을 뜻하는 智(지), 편안함을 뜻하는 安(안)의 합성어입니다. 하우지안은 가정의 일상을 생각하며 보다 편안한 라이프스타일을 위해 제품을 개발합니다."
NICKENT,https://image.msscdn.net/mfile_s01/_brand/free_medium/nickent.png?202307050833,SINCE 1996,미국,니켄트(NICKENT)는 1996년 론칭한 미국 골프 클럽 브랜드입니다. 세계 최초로 아이언의 정교함과 우드의 비거리를 하나로 합친 대표 제품을 출시하여 PGA 프로 사용률 1위를 기록하였습니다.
BROISTER,https://image.msscdn.net/mfile_s01/_brand/free_medium/broister.png?202208010048,SINCE 2014,한국,"BROISTER(브로이스터)는 Brother & Sister 의 약자로 실용성(practicality)과 편안함(comfortability), 세련된(Smartness) 스타일로 누구나 편안하게 착용하기 좋은 클래식 캐쥬얼 브랜드입니다. 우수한 품질의 원단을 사용, 전 공정 과정을 한국 가방 장인들과의 수작업으로 진행하여 최상의 퀄리티를 완성하고, 넉넉한 수납공간으로 실용성을 높이고 있습니다."
KOYU,https://image.msscdn.net/mfile_s01/_brand/free_medium/koyu.png?202306050735,SINCE 2018,한국,코유(KOYU)는 아웃도어 문화를 기반으로 아웃도어 활동에서 일상으로 이어지는 즐거움을 제안합니다. 슬로건인 'LESS IS MORE'는 불필요함을 제외한 심플함을 강조하며 디렉터의 아웃도어 필드 경험에서 영감을 받아 모든 제품을 디자인합니다.
AMINOVITAL,https://image.msscdn.net/mfile_s01/_brand/free_medium/aminovital.png?202312050300,SINCE 1995,일본,"아미노바이탈(AMINO VITAL)은 100년 이상의 아미노산 연구 개발을 바탕으로 운동 전반의 컨디셔닝과 리커버리, 에너지 보급을 책임지는 브랜드입니다."
CHAORAS,https://image.msscdn.net/mfile_s01/_brand/free_medium/chaoras.png?202312051742,SINCE 2016,일본,"카오라스(CHAORAS)는 일본 전통 직조 방식을 통해 '전통과 트렌드' 모두를 반영한 고품질 섬유 전문 기업입니다. 대나무 섬유와 면을 혼방하여 부드러운 감촉과 내구성, 우수한 속건성으로 많은 양의 땀을 빠르게 흡수하고 건조합니다."
TROIA,https://image.msscdn.net/mfile_s01/_brand/free_medium/troia.png?202312122125,SINCE 2021,한국,"트로이(TROIA)는 고대 그리스의 영웅 서사에서 영감을 받은 브랜드로, 세계 시장에서 인기를 끌고 있습니다."
VALEXTRA,https://image.msscdn.net/mfile_s01/_brand/free_medium/valextra.png?202305120852,SINCE 1937,이탈리아,발렉스트라(VALEXTRA)는 1937년 조반니 폰타나(Giovanni Fontana)가 설립한 럭셔리 가죽 레이블로 뛰어난 장인 정신과 예술적인 테크닉을 기반으로 삼습니다. 유행을 타지 않는 영원한 아름다움과 장인 정신으로 어반 라이프스타일에 맞는 실용적인 아름다움과 함께 현재까지도 그 명성을 유지하고 있습니다.
ETUDESSTUDIO,https://image.msscdn.net/mfile_s01/_brand/free_medium/etudesstudio.png?202309250941,SINCE 2012,프랑스,"에뛰드 스튜디오(ETUDES STUDIO)는 2012년 제레미 에그리(Jérémie Egry)와 오렐리앙 아르베(Aurélien Arbet), 조제 라말리(José Lamali)가 론칭한 브랜드입니다. 패션 브랜드 활동뿐만 아니라 출판 등 다양한 크리에이티브 활동을 통해 브랜드 전개에 폭넓은 시너지를 일으키고 있습니다. '다영역 콜렉티브'라는 확고한 콘셉트를 바탕으로 다양한 영역을 넘나들고 있습니다."
ABUS,https://image.msscdn.net/mfile_s01/_brand/free_medium/abus.png?202204220738,SINCE 1924,독일,"아부스(ABUS)는 1924년 이래로, 재산 보호 및 보안 솔루션 전문 업체로 많은 발전을 이루었습니다. 작은 자물쇠 업체로 시작하여 오늘날 우리가 흔히 접할 수 있는 패드 록, 도어 실린더, 자물쇠, 창문 보안 시스템, 연기 감지기, CCTV 등 전 세계의 보안 기술의 표준이 되는 제품을 생산하는 브랜드입니다."
GLENNSKI,https://image.msscdn.net/mfile_s01/_brand/free_medium/glennski.png?202311280213,SINCE 2022,한국,글렌스키(GLENNSKI)는 가벼우면서도 뛰어난 보온력으로 많은 사랑을 받는 국내 스노보드 웨어 브랜드입니다.
CASTELBAJAC,https://image.msscdn.net/mfile_s01/_brand/free_medium/castelbajac.png?202207041747,SINCE 2016,한국,"까스텔바작(CASTELBAJAC)은 세계 유명 인사들이 사랑한 프랑스 디자이너 장 샤를 드 까스텔바작(Jean Charles de Castelbajac)의 브랜드입니다. 그가 직접 디자인한 퍼퓸, 그중에서도 뷰티풀데이 컬렉션은 까스텔바작의 시그니처 컬러인 옐로, 레드, 블루를 콘셉트에 녹여 유니크하면서도 감각적으로 표현합니다."
MSR,https://image.msscdn.net/mfile_s01/_brand/free_medium/msr.png?202311281152,SINCE 1969,미국,"엠에스알(MSR)은 등반과 공학을 결합한 제품으로 아웃도어 산업에서 혁명을 불러일으킬 만한 다양한 제품을 선보여 왔습니다. 스토브와 텐트, 스노 슈즈, 워터 필터, 쿠커 등 끊임없는 연구와 개발을 바탕으로 전 세계 캠퍼에게 사랑받고 있습니다."
LOUISQUATORZEGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/louisquatorzegolf.png?202311140951,SINCE 2021,한국,루이까또즈 골프(LOUIS QUATORZE GOLF)는 브랜드의 헤리티지를 바탕으로 한 클래식 무드의 골프 컬렉션을 선보입니다. 시그니처 모노그램 패턴을 활용한 다양한 골프 아이템으로 클래식한 골프 라이프를 제안합니다.
DENNISGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/dennisgolf.png?202311270018,SINCE 2010,한국,데니스골프(DENNIS GOLF)는 30대부터 50대까지 어울리는 세련되고 심플하면서도 트렌드를 반영한 스타일과 디자인을 추구합니다.
SKLZ,https://image.msscdn.net/mfile_s01/_brand/free_medium/sklz.png?202312210234,SINCE 1993,미국,"스킬즈(SKLZ)는 체계적이고 효율적인 스포츠 트레이닝을 위한 트레이닝 용품 전문 브랜드입니다. 피트니스, 축구, 농구, 골프, 야구 등 다양한 종목의 트레이닝 관련 용품을 연구하고 개발합니다."
FIZIK,https://image.msscdn.net/mfile_s01/_brand/free_medium/fizik.png?202311230244,SINCE 1996,이탈리아,피직(FIZIK)은 인체 공학을 기반으로 라이더에게 최적의 경험을 선사하는 이탈리아 사이클용품 브랜드입니다.
PACIFICANDCO,https://image.msscdn.net/mfile_s01/_brand/free_medium/pacificandco.png?202311220902,SINCE 2013,스페인,퍼시픽 앤 코(PACIFIC AND CO)는 현재의 트렌드와 소비자들의 욕구를 반영한 신선한 디자인의 양말을 선보이는 브랜드입니다.
PHYPSMART,https://image.msscdn.net/mfile_s01/_brand/free_medium/phypsmart.png?202309200245,SINCE 2023,한국,"핍스마트(PHYPS MART)는 피지컬 에듀케이션 디파트먼트(PHYPS)에 입학한 친구들이 마트에서 함께 아르바이트를 하며 벌어지는 이야기를 담습니다. 축구, 농구, 테니스 등 친구들이 함께 즐기는 구기종목부터 생활체육을 대표하는 줄넘기, 수영을 비롯해 엔터테인먼트 분야의 춤, 밈(meme) 등을 굿즈에 담아 멘털과 피지컬 건강의 새로운 가치와 커뮤니티를 만듭니다."
KITTYPOTTERY,https://image.msscdn.net/mfile_s01/_brand/free_medium/kittypottery.png?202311271405,SINCE 2023,한국,키티포터리(KITTY POTTERY)는 고양이의 자유분방한 성격과 도자기의 성질에서 영감을 받은 합성어입니다. 브랜드의 심벌인 고양이와 도시 곳곳에서 영감을 받은 과감하고 새로운 비주얼을 매 시즌 선보입니다.
WINNERWELL,https://image.msscdn.net/mfile_s01/_brand/free_medium/winnerwell.png?202309251025,SINCE 2016,홍콩,위너웰(WINNERWELL)은 편리한 사용법과 효과적인 기능으로 언제 어디서나 사용할 수 있는 화목 난로 브랜드입니다.
ESTENE,https://image.msscdn.net/mfile_s01/_brand/free_medium/estene.png?202311160725,SINCE 2020,한국,에스테네(ESTENE)는 'We create good vibes'라는 슬로건을 바탕으로 감성적인 디자인의 실용적인 제품을 개발하고 제작하는 캠핑 아웃도어 브랜드입니다.
ECOFLOW,https://image.msscdn.net/mfile_s01/_brand/free_medium/ecoflow.png?202309121114,SINCE 2020,중국,"에코플로우(ECOFLOW)는 2017년 리버 시리즈를 시작으로 대용량 모델인 델타 시리즈, 세계시장의 흐름에 맞는 인산철 배터리까지, 혁신적인 기술 개발과 함께 성장해 왔습니다. 이제는 포터블 파워뱅크를 넘어 친환경 에너지 태양광 패널, 아웃도어 에어컨, 냉장고에서 가정, RV, 선박 등에서 활용할 수 있는 셋업용 파워뱅크에 이르기까지, 사용자 경험과 편의의 진보를 추구합니다."
ONEOFTHESEDAYS,https://image.msscdn.net/mfile_s01/_brand/free_medium/oneofthesedays.png?202311060225,SINCE 2016,미국,"원 오브 디즈 데이즈(ONE OF THESE DAYS)는 2016년 미국의 예술가 맷 맥코믹(Matt McCormick)이 설립한 패션 레이블입니다. 카우보이, 서부 개척정신과 같은 미국의 유무형 유산을 계승하여 원초적이면서도 강인한 분위기를 자아냅니다. 수많은 예술 활동의 일환으로 예술가 패션의 경계에서 타임리스 스타일을 창조하고 있습니다."
OVERNOH,https://image.msscdn.net/mfile_s01/_brand/free_medium/overnoh.png?202306280655,SINCE 2023,한국,"오버노우(OVERNOH)는 '몇 번이고 무너져도 앞으로 나아간다'라는 뜻으로, 'over and over(몇 번이고 다시)'와 대표의 성 'Noh(노)'를 더한 이름입니다. 다양한 디자인적 시도를 통해 매 시즌 새로운 느낌을 선사하고자 합니다. '소수의 영광'이라는 뜻의 'The glory of the minority' 슬로건을 바탕으로 다수보다는 소수의 마니아를 위한 브랜드를 지향합니다."
LOWA,https://image.msscdn.net/mfile_s01/_brand/free_medium/lowa.png?202311280452,SINCE 1923,독일,"로바(LOWA)는 1923년 독일 바이에른에서 처음 시작된, 오랜 전통을 가진 등산화 전문 브랜드입니다. 오랜 세월을 거치며 뛰어난 품질과 엄격한 생산 관리를 구축하여 세계적 명성을 가진 다국적 기업으로 발전하였습니다. 100년의 노하우 덕분에 착화감이 뛰어나고 인체 공학적 설계로 안정된 밀착감과 편안함을 제공하는 것이 특징입니다."
EGNAF,https://image.msscdn.net/mfile_s01/_brand/free_medium/egnaf.png?202311100215,SINCE 2021,한국,이그나프(EGNAF)는 정신적으로 풍요로운 레저 스포츠 문화를 만들기 위해 노력하는 브랜드입니다.
FLUID,https://image.msscdn.net/mfile_s01/_brand/free_medium/fluid.png?202306280221,SINCE 2019,한국,"플루이드(FLUID)는 부드러움, 유연함이라는 뜻입니다. 잘 만들어진 옷으로 입는 이에게 부드러운 움직임과 기분 좋은 착용감을 선사한다는 뜻을 담고 있습니다."
TMOUNT,https://image.msscdn.net/mfile_s01/_brand/free_medium/tmount.png?202204200506,SINCE 2015,한국,"티마운트(TMOUNT)는 목재, 코팅제, 고분자 수지 등 기초 소재 산업 기술과 탁구용품 개발 경험을 바탕으로 대한민국 탁구 레전드 김택수 감독과 프리미엄 탁구용품을 공동 개발, 출시하고 있습니다."
AURA,https://image.msscdn.net/mfile_s01/_brand/free_medium/aura.png?202208090256,SINCE 2017,한국,"아우라(AURA)는 건강하고 향기로운 라이프스타일을 추구하는 샤프란의 프리미엄 페브릭 케어 브랜드입니다. 초고농축 포뮬러를 통해 적은 양으로도 부드러운 섬유 보호 효과와 은은하고 오래 가는 향기를 선사합니다. 또한 석유계 계면활성제, 인공 색소 등을 첨가하지 않고 피부 테스트를 완료하여 온 가족이 안심하고 사용할 수 있습니다."
HONGHOL,https://image.msscdn.net/mfile_s01/_brand/free_medium/honghol.png?202310310245,SINCE 2019,한국,홍홀(HONGHOL)은 패션 액세서리를 넘어 눈 건강을 지키는 생활필수품으로써의 선글라스를 제안합니다.
KOVISS,https://image.msscdn.net/mfile_s01/_brand/free_medium/koviss.png?202204150143,SINCE 2002,한국,코비스스포츠(KOVISS SPORTS)는 반영구적으로 사용 가능하여 자연 친화적이고 살아있는 것처럼 튕기며 일어서는 스프링 골프 티를 세계 최초로 개발하였습니다. 이를 기반으로 다양한 골프 액세서리와 스포츠용품을 제조하고 유통하는 스포츠용품 브랜드로 발돋움하였습니다.
BODYFRAME,https://image.msscdn.net/mfile_s01/_brand/free_medium/bodyframe.png?202311020847,SINCE 2017,일본,바디프레임(BODYFRAME)은 고객의 입장을 먼저 생각하고 실용적인 고품질의 보호대를 통해 편안함과 만족감을 제공하는 브랜드입니다. 80년 역사를 자랑하는 보호대 전문 제조업체의 기술력을 바탕으로 현재 일본 내 2만여 곳의 판매처에서 선보이고 있습니다.
MOACAMPING,https://image.msscdn.net/mfile_s01/_brand/free_medium/moacamping.png?202310240224,SINCE 2019,한국,모아캠핑(MOACAMPING)은 캠퍼들을 위한 트렌디하고 패셔너블한 디자인의 캠핑 브랜드입니다. 우수한 품질과 가성비의 캠핑용품을 생산하고 있습니다.
ORTOVOX,https://image.msscdn.net/mfile_s01/_brand/free_medium/ortovox.png?202402141500,SINCE 1980,독일,"오토복스(ORTOVOX)는 1980년 독일 뮌헨 남부에서 설립된 프리미엄 친환경 아웃도어 브랜드입니다. 눈사태 안전 분야의 선구적인 장비를 시작으로 스키 투어링, 프리라이딩, 알파인 클라이밍, 그리고 하이 알파인 등 사계절에 걸친 다양한 아웃도어 제품들을 만듭니다. 아웃도어 활동의 지속가능성을 고려하며 '보호'라는 가치를 가장 중요하게 삼고 보호의 대상을 인간, 자연, 동물로 확대하고 있습니다."
VENTE,https://image.msscdn.net/mfile_s01/_brand/free_medium/vente.png?202302240131,SINCE 2019,한국,"방떼(VENTE)는 고요하지만 잠재적인 에너지를 가진 바람을 의미하며, 웨어러블하면서도 우아함을 돋보이게 하는 컨템포러리 브랜드입니다. ""The Hue of the Moment"" 지금 이순간의 기억 하고 싶은 색채에 대한 이야기를 19 F/W 컬렉션을 통해 이야기하고 있습니다."
THESURFBOARDWAREHOUSE,https://image.msscdn.net/mfile_s01/_brand/free_medium/thesurfboardwarehouse.png?202306020554,SINCE 2019,뉴질랜드,더 서프보드 웨어하우스(THE SURFBOARD WAREHOUSE)는 호주와 뉴질랜드에서 가장 큰 규모의 오프라인 네트워크를 갖춘 서프보드와 용품을 선보이는 브랜드입니다.
DUNLOPRACKET,https://image.msscdn.net/mfile_s01/_brand/free_medium/dunlopracket.png?202401050543,SINCE 2011,일본,"던롭 라켓(DUNLOP RACKET)은 100년의 역사와 전통을 자랑하는 브랜드입니다. 던롭 라켓의 테니스공은 ATP 투어와 호주 오픈의 공식구로 지정되었습니다. 스쿼시는 프로 스쿼시 협회(PSA, Professional Squash Association) 공식 파트너사로 남녀 투어 대회와 공식 테니스용품을 적극 지원합니다. 스포츠를 즐기고 사랑하는 플레이어를 위해 'LOVE THE GAME'이라는 메시지를 전 세계에 알리고 있습니다."
CRAIGGREEN,https://image.msscdn.net/mfile_s01/_brand/free_medium/craiggreen.png?202308160138,SINCE 2012,영국,"크레이그 그린(CRAIG GREEN)은 디자이너 크레이그 그린(Craig Green)이 센트럴 세인트 마틴스를 졸업한 후 2012년 자신의 이름을 따 설립한 브랜드입니다. 디자이너가 과거 전공했던 순수 미술과 배관공이었던 아버지, 목수였던 삼촌의 영향을 받아 구조적임과 동시에 유연한 형태의 의복을 선보입니다. 3년 연속 브리티시 패션 어워드에서 올해의 남성복 디자이너로 선정되는 등, 널리 사랑받고 있는 크레이그 그린을 부티크에서 만나보세요."
HURLEY,https://image.msscdn.net/mfile_s01/_brand/free_medium/hurley.png?202310270313,SINCE 1998,미국,"HURLEY(헐리)는 캘리포니아 코스타 메사에서 태어난 브랜드로서 서핑 쉐이퍼인 Bob Hurley가 창시한 브랜드입니다. Hurley의 본질은 바다에 대한 사랑과 끊임없이 변화하는 상태를 기반으로 합니다. 서핑 기반의 라이프 스타일 브랜드로서, 단순히 익스트림 스포츠를 위한 브랜드일 뿐만 아니라 예술, 음악, 캠페인 그리고 문화에 이르기까지 다양한 분야에서 활동하고 있으며, 현재는 나이키의 자회사로 속해 있습니다. 테크니컬한 팬텀소재를 이용한 고기능성 제품부터 편하게 착용 할 수 있는 라이프스타일 웨어에까지 다양한 제품군을 지니고 있습니다."
THYME,https://image.msscdn.net/mfile_s01/_brand/free_medium/thyme.png?202110120128,SINCE 2021,한국,"타임(THYME)은 자유로우면서도 창조적인 삶을 살 수 있도록 당신에게 쉼을 선사하는 브랜드입니다. 타임만의 스타일과 편안함은 소중한 사람과 함께하는 모든 순간 속, 기존의 TPO로부터 자유로워지는 경험을 선사합니다."
JOHNSMEDLEY,https://image.msscdn.net/mfile_s01/_brand/free_medium/johnsmedley.png?202305240746,SINCE 1784,영국,"존 스메들리(JOHN SMEDLEY)는 250여 년의 역사를 가진 명품 니트 브랜드로, 전 세계에서 가장 얇은 니트를 선보이며 왕실 인증서를 보유하고 있습니다."
TAB,https://image.msscdn.net/mfile_s01/_brand/free_medium/tab.png?202310250006,SINCE 1919,일본,탭(TAB)은 1919년 일본 금속 장인의 손에서 탄생한 브랜드입니다. 간결하고 실용적인 디자인과 제품을 추구합니다.
LUXEOUTDOOR,https://image.msscdn.net/mfile_s01/_brand/free_medium/luxeoutdoor.png?202311090822,SINCE 1999,홍콩,럭스 아웃도어(LUXE OUTDOOR)는 자연을 사랑하는 모두가 아웃도어에서 밤을 보내며 영감을 받을 수 있기를 바랍니다. 1999년 설립 이래 오랜 시간 많은 텐트를 디자인하고 생산하며 고품질의 아웃도어 장비를 좀 더 합리적인 가격에 제공하는 것을 목표로 하고 있습니다.
PLOUF,https://image.msscdn.net/mfile_s01/_brand/free_medium/plouf.png?202302150106,SINCE 2020,한국,플루프(PLOUF)는 당신의 여행과 모험에 동기를 부여해 줄 트렌디한 스윔 웨어를 제안하는 브랜드입니다.
ONEPUTT,https://image.msscdn.net/mfile_s01/_brand/free_medium/oneputt.png?202307250144,SINCE 2018,미국,"원퍼트(ONEPUTT)는 골프를 진심으로 사랑하는 이들이 모여 만든, 멋을 담은 브랜드입니다."
KIMAURA,https://image.msscdn.net/mfile_s01/_brand/free_medium/kimaura.png?202308281023,SINCE 2020,한국,키마우라(KIMAURA)는 다양한 서브컬처를 기반으로 일상에서 편하게 즐길 수 있는 제품을 제작합니다. 주로 연속적이거나 반복되는 형태를 활용하고 동양적인 분위기를 담은 독자적인 디자인을 선보이고자 합니다.
PETROMAX,https://image.msscdn.net/mfile_s01/_brand/free_medium/petromax.png?202309081320,SINCE 1910,독일,"페트로막스(PETROMAX)는 독일의 유명 아웃도어, 캠핑 라이프스타일 브랜드입니다. 모험가와 세계 무역 전문가들이 서로의 경험을 공유하며 더 나은 제품을 만들어가고 있습니다."
METSMOI,https://image.msscdn.net/mfile_s01/_brand/free_medium/metsmoi.png?202306220044,SINCE 2023,한국,메츠무아(METSMOI)는 '입다'라는 뜻의 'mettre'와 '나'라는 뜻의 'moi'를 합친 말입니다. 나에게 있어 '나'는 세상에서 가장 편한 존재이며 단 하나뿐인 특별한 존재입니다. 우리는 편안함과 특별함을 공존시키기 위해 늘 연구합니다.
ASHBURY,https://image.msscdn.net/mfile_s01/_brand/free_medium/ashbury.png?202311130152,SINCE 2007,미국,"ASHBURY(애쉬버리)는 캘리포니아 LA를 베이스로 둔 인터내셔널 프로 스케이터와 스노우보더들에 의해 탄생한 라이더스 오너 아이웨어 브랜드입니다. 프로 라이더들에 의해 제품 테스팅을 거친 스노우보드 고글을 비롯하여 세계 최고의 렌즈로 손꼽히는 칼자이즈 선렌즈를 사용한 선글라스 등의 하이 퀄리티 아이웨어를 매 시즌 선보이고 있습니다. 수많은 아이웨어 브랜드들 중에서도 에쉬버리는 활동적인 라이프스타일을 즐기는 캘리포니아 로컬의 감성을 반영한 다양한 색상과 세련된 디자인으로, 여러 액션 스포츠의 프로 라이더들이 제품 개발에도 직접 참여함으로써 강한 자부심을 가진 그들만의 색깔을 표현한 제품들을 개발하고 있습니다."
COMPRESSPORT,https://image.msscdn.net/mfile_s01/_brand/free_medium/compressport.png?202305040824,SINCE 1993,스위스,컴프레스포트(COMPRESSPORT)는 뛰어난 퍼포먼스와 컴프레션 기능을 가진 스위스의 기능성 기어 브랜드입니다. 사용자의 운동능력 향상을 위해 항상 노력합니다.
IGROOM,https://image.msscdn.net/mfile_s01/_brand/free_medium/igroom.png?202310170633,SINCE 2019,미국,아이그룸(IGROOM)은 미국 프리미엄 반려동물 미용 브랜드입니다.
BUBEL,https://image.msscdn.net/mfile_s01/_brand/free_medium/bubel.png?202307111434,SINCE 2016,스페인,부벨(BUBEL)은 두 섬유 엔지니어의 혁신적인 섬유 개발을 바탕으로 시작된 스페인 바르셀로나의 친환경 브랜드입니다. 그들의 기술력에 아티스트의 독창적인 디자인을 더한 열정적인 스포츠맨의 라이프스타일 제품을 선보입니다.
ZANMANGFUL,https://image.msscdn.net/mfile_s01/_brand/free_medium/zanmangful.png?202310060905,SINCE 2022,한국,잔망풀(ZANMANGFUL)은 작은 망사 원단으로 스윔웨어와 비치 웨어를 만드는 브랜드입니다.
GBHAPPAREL,https://image.msscdn.net/mfile_s01/_brand/free_medium/gbhapparel.png?202402191032,SINCE 2006,한국,지비에이치 어패럴(GBH APPAREL)은 세대에 머무르지 않고 지속 가능한 아이템을 제시하며 일상에 아름다움을 더하는 패션 브랜드입니다.
HYUPBYHYUF,https://image.msscdn.net/mfile_s01/_brand/free_medium/hyupbyhyuf.png?202309010813,SINCE 2020,한국,혀프 바이 혀프(HYUP BY HYUF)는 브레이킹 신에서 영감을 받은 디자이너 브랜드입니다. 디자이너 희협(Hee-Hyeop)의 이름에서 유래한 혀프 바이 혀프는 혀프에 의해 만들어진 브랜드 또는 브랜드로 인해 만들어지는 혀프라는 의미를 가지고 있습니다. 개인의 개성과 스타일을 만들어 가며 정해진 규칙 속 자유를 바탕으로 브랜드만의 힙합 무드를 지향합니다.
HILLEBERG,https://image.msscdn.net/mfile_s01/_brand/free_medium/hilleberg.png?202309130311,SINCE 1971,스웨덴,"힐레베르그(HILLEBERG)는 텐트 안뿐만 아니라, 다양한 아웃도어 활동을 위한 가벼운 무게와 극한 날씨에 맞추어 믿을 수 있는 보호막을 제공하고자 하는 목표와 함께 만들어진 브랜드입니다."
