Brand_KR,Brand_ENG,Logo,Since,Country,Info,개수
이리지스,IRIZIS,https://image.msscdn.net/mfile_s01/_brand/free_medium/irizis.png?202310260636,SINCE 2021,한국,이리지스(IRIZIS)는 거부할 수 없는 마력을 지닌 스포츠 선글라스 브랜드입니다.,115
헤지스골프,HAZZYSGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/hazzysgolf.png?202207040847,SINCE 2009,한국,헤지스골프(HAZZYS GOLF)는 헤지스(HAZZYS)의 전통적인 브리티시 헤리티지와 함께 골프 웨어로서의 기능적 측면을 부각한 제품을 선보이는 골프 브랜드입니다. 기능성 소재와 골퍼들의 움직임을 고려한 입체 패턴을 적용해 완벽한 스윙을 선사합니다.,117
러브 크레이지 와일드 맨,LOVECRAZYWILDMAN,https://image.msscdn.net/mfile_s01/_brand/free_medium/lovecrazywildman.png?202403111633,SINCE 2023,한국,"러브 크레이지 와일드 맨(LCWM, LOVECRAZYWILDMAN)은 클래식 아이템을 자유롭게 재해석하여, 경쾌한 패브릭 믹스와 센슈얼한 디자인을 담은 캐주얼 웨어 브랜드입니다.",49
일로제,ILROZE,https://image.msscdn.net/mfile_s01/_brand/free_medium/ilroze.png?202401051445,SINCE 2023,한국,일로제(ILROZE)는 현대적이고 세련된 디자인의 고급스러운 의류를 제공하는 여성 패션 브랜드입니다. 뛰어난 퀄리티의 소재와 디테일을 바탕으로 지속 가능한 가치를 추구하면서도 고객에게 고품질의 스타일을 제공합니다.,17
데어플레이,DAREPLAY,https://image.msscdn.net/mfile_s01/_brand/free_medium/dareplay.png?202306230656,SINCE 2020,한국,데어플레이(DAREPLAY)는 친구들과의 격식 없는 즐거운 플레이를 지향하는 골프 웨어 브랜드입니다. 연습장과 필드뿐 아니라 평상시에도 힙하게 착용 가능한 의류를 선보입니다.,75
핫한,HOTHAN,https://image.msscdn.net/mfile_s01/_brand/free_medium/hothan.png?202403060859,SINCE 2018,한국,"핫한(HOT HAN)은 애슬레저 SPA 브랜드로 요가복과 비키니, 폴 웨어 등을 다루고 있습니다. 좋은 원단과 꼼꼼한 봉제법으로 활용도 높은 애슬레저 의류를 만듭니다.",4
도닉,DONIC,https://image.msscdn.net/mfile_s01/_brand/free_medium/donic.png?202403120938,SINCE 2016,한국,"도닉(DONIC)은 '품질 제일주의'를 표방한 스포츠용품 브랜드입니다. 2002년 FIFA 월드컵 공식 엠블럼 볼 공급업체이며, 각종 스포츠 용품을 제작합니다.",1
어라이트앵글,ARIGHTANGLE,https://image.msscdn.net/mfile_s01/_brand/free_medium/arightangle.png?202402071742,SINCE 2018,한국,"어라이트앵글(ARIGHTANGLE)은 '직각'이라는 의미로, 기본적인 틀에서 벗어나지 않게 스타일링할 수 있는 아이템을 전개하는 브랜드입니다.",22
테이핑테크,TAPINGTECH,https://image.msscdn.net/mfile_s01/_brand/free_medium/tapingtech.png?202309010222,SINCE 2020,한국,테이핑테크(TAPINGTECH)는 프로 운동선수들이 사용하는 고품질의 각종 보호대 제품을 일반 소비자들도 손쉽게 구매할 수 있도록 기획&개발된 제품을 선보이는 프리미엄 브랜드입니다. 모든 공정을 국내에서 직접 진행하며 품질을 높인 것은 물론 사후 품질 관리 및 애프터 서비스도 원활하게 이루어지도록 구축하였습니다.,5
인더노우,INTHEKNOW,https://image.msscdn.net/mfile_s01/_brand/free_medium/intheknow.png?202403041101,SINCE 2021,한국,"인더노우(INTHEKNOW)는 '가장 제주다운 삶은 바다에서 시작한다.'는 슬로건을 바탕으로, 바다와 일상의 경계를 허무는 스윔웨어 브랜드입니다. 지역의 기후와 지리적 특성을 반영하여 제주 자연을 온전히 누릴 수 있도록 로컬 워커를 위해 전환이 빠른 패션 아이템과 라이프 스타일을 제공합니다.",10
수아 스튜디오,SHUASTUDIO,https://image.msscdn.net/mfile_s01/_brand/free_medium/shuastudio.png?202403071720,SINCE 2023,한국,수아 스튜디오(SHUA STUDIO)는 자폐성 장애를 가진 여덟 살 소녀가 만들어 가는 작품과 이야기를 선보입니다. 수아의 꿈을 응원하고 수아의 작품과 이야기를 통해 사회적 약자들에 대한 인식을 개선하고 실질적인 도움을 주기 위해 운영됩니다.,9
투어골프,TOURGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/tourgolf.png?202305110045,SINCE 2021,한국,"투어골프(TOURGOLF)는 소비자들이 원하는 착용감과 피팅감, 소재를 직접 개발하고 디자인하여 최적의 그립감과 착용감을 선사하는 전문 골프 장갑 브랜드입니다.",32
듀라핏,DURAFIT,https://image.msscdn.net/mfile_s01/_brand/free_medium/durafit.png?202402271527,SINCE 2014,한국,"듀라핏(DURAFIT) 은 기능성 골프웨어를 제작하는 브랜드입니다. 합리적 가격과 최상의 품질, 기술과 패션을 접목하여 기능성 패션 아이템을 선보입니다.",6
인오도르,INODORE,https://image.msscdn.net/mfile_s01/_brand/free_medium/inodore.png?202309220811,SINCE 2019,한국,인오도르(INODORE)는 '무향'을 의미합니다. 무향은 무궁무진한 영감의 가능성으로 다채로운 색채와 모양을 담습니다. 반짝이며 볼드한 실루엣의 실버 주얼리를 다양한 소재와 함께 아름답고 재미있는 오브제로 전개합니다.,2
제라,JERA,https://image.msscdn.net/mfile_s01/_brand/free_medium/jera.png?202403061650,SINCE 2017,한국,제라(JERA)는 야외용 버너와 스토브 및 산업용 토치를 선보이는 브랜드입니다.독자적인 기술로 더 나은 캠핑문화를 제안합니다.,19
제트디 스포츠,ZDSPORTS,https://image.msscdn.net/mfile_s01/_brand/free_medium/zdsports.png?202306260538,SINCE 2021,한국,제트디 스포츠(ZD SPORTS)는 'ZERO DEFEAT(무결점)' 스포츠를 사랑하는 모든 이들을 위한 높은 퀄리티의 제품을 선보이는 브랜드입니다.,13
닥스런던,DAKSLONDON,https://image.msscdn.net/mfile_s01/_brand/free_medium/dakslondon.png?202301180806,SINCE 2020,한국,"닥스런던(DAKS LONDON)은 닥스(DAKS)를 젊은 감각으로 재해석한 라인으로, 기능성을 베이스로 심플하고 감각적인 스타일링을 제안하는 골프 웨어 브랜드입니다. 기존 퍼포먼스 골프와 차별화된 세련된 스타일링과 실루엣, 스윙을 돕는 컨템포러리 골프 웨어를 선보입니다.",3
이륙,IRYUK,https://image.msscdn.net/mfile_s01/_brand/free_medium/iryuk.png?202206280647,SINCE 2018,한국,"이륙(IRYUK)은 다양한 문화와 서브컬쳐 등을 단순히 디자인 만이 아닌 패턴, 페브릭 믹스매치, 테크닉 등을 활용해 매시즌 기본을 벗어난 꾸준한 연구와 실험을 통해 전개하는 브랜드입니다.",49
아베스골프,AVVESGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/avvesgolf.png?202112020446,SINCE 2020,한국,아베스골프(AVVES GOLF)는 수제 골프화와 골프 액세서리를 제작하는 골프 전문 브랜드입니다.,51
엠팩플러스,MPACPLUS,https://image.msscdn.net/mfile_s01/_brand/free_medium/mpacplus.png?202308100631,SINCE 2015,한국,엠팩플러스(MPACPLUS)는 일상과 여가의 밸런스를 위한 최적의 밸런스를 지향하는 수중 쿨링 브랜드입니다.,24
라프레미디,LAPRESMIDI,https://image.msscdn.net/mfile_s01/_brand/free_medium/lapresmidi.png?202402081120,SINCE 2023,한국,라프레미디(LAPRESMIDI)는 바쁜 일상에서 한 번쯤 이른 오후 햇살 같은 여유로움을 가져다줄 심플하고 편안한 무드의 디자인을 제안하는 캐주얼 라이프웨어 브랜드입니다.,21
팔팔스케이트,PALPALSKATES,https://image.msscdn.net/mfile_s01/_brand/free_medium/palpalskates.png?202309010616,SINCE 2019,한국,팔팔스케이트(PALPAL SKATES)는 서울 스케이트보드 문화의 허브 역할을 목표로 하고 있습니다. 스케이트보드와 스트릿 문화를 기반으로 한 다양한 디자인의 제품을 소개합니다.,25
이삼이,232,https://image.msscdn.net/mfile_s01/_brand/free_medium/232.png?202402210858,SINCE 2022,한국,이삼이(232)는 바와 언더그라운드 문화를 위해 만들어진 브랜드입니다.,3
프리츠피츠,FRICHFITS,https://image.msscdn.net/mfile_s01/_brand/free_medium/frichfits.png?202402191000,SINCE 2022,한국,프리츠피츠(FRICHFITS)는 젊은 세대를 겨냥한 골프 라이프 브랜드입니다. 톡톡 튀는 색감으로 필드에서 더욱 빛나는 스타일을 완성합니다.,11
비바로,VIVARO,https://image.msscdn.net/mfile_s01/_brand/free_medium/vivaro.png?202402050202,SINCE 2017,한국,"비바로(VIVARO)는 30년 전통의 비바스포츠가 안전과 품질 제일주의를 표방하며, 오랜 노하우와 신뢰를 바탕으로 론칭한 자전거 용품 및 의류 브랜드입니다.",16
키써,KISSER,https://image.msscdn.net/mfile_s01/_brand/free_medium/kisser.png?202403041648,SINCE 2022,한국,키써(KISSER)는 편안한 착용감의 데일리 캐주얼 웨어를 트렌디하게 개발하는 브랜드입니다.,44
비바,VIVA,https://image.msscdn.net/mfile_s01/_brand/free_medium/viva.png?202402050208,SINCE 2016,한국,"비바(VIVA)는 2002년 피파 월드컵 공식 엠블럼 볼 공급업체로, 품질 제일주의를 표방하며 축구, 야구, 농구 등 구기 종목과 배드민턴, 인라인스케이트 등 각종 스포츠 용품을 생산하고 보급해온 브랜드입니다.",22
어반비스트,URBANBEAST,https://image.msscdn.net/mfile_s01/_brand/free_medium/urbanbeast.png?202402081704,SINCE 2016,한국,어반비스트(URBANBEAST)는 반려동물 라이프스타일 브랜드입니다.,31
스카이 붐,SKYBoom,https://image.msscdn.net/mfile_s01/_brand/free_medium/skyboom.png?202312131738,SINCE 2022,한국,스카이 붐 (SKY Boom)은 음원 그대로의 웅장하고 생생한 사운드 경험을 제공하는 스카이의 스피커 브랜드입니다.,6
라이드,LITHE,https://image.msscdn.net/mfile_s01/_brand/free_medium/lithe.png?202402051202,SINCE 2017,한국,라이드(LITHE)는 운동하는 사람들을 위한 피트니스 웨어 브랜드입니다.,1
홈바디띵즈,HOMEBODYTHINGS,https://image.msscdn.net/mfile_s01/_brand/free_medium/homebodythings.png?202402021447,SINCE 2022,한국,"홈바디띵즈(HOMEBODY THINGS)는 더없이 편하고 매일 입을 수 있는 옷을 추구하며, 미니멀하고 클래식한 무드에 초점을 두고 있습니다.",17
크랭크,CRNK,https://image.msscdn.net/mfile_s01/_brand/free_medium/crnk.png?202401241805,SINCE 1905,한국,"크랭크(CRNK)는 자전거나 오토바이 구동에 빠질 수 없는 핵심 부품을 뜻합니다. 크랭크 부품의 개발로 라이딩 분야는 비약적으로 발전하였으며, 빠른 속도로 하나의 스포츠와 문화로 자리 잡을 수 있었습니다. 이처럼, 브랜드 크랭크 또한 헬멧 업계에서 핵심적인 브랜드로 빠르게 성장하여 라이딩 문화와 트렌드를 선도하는 브랜드가 되고자 노력합니다.",38
엘디엘마운트,LDLMOUNT,https://image.msscdn.net/mfile_s01/_brand/free_medium/ldlmount.png?202309010722,SINCE 2021,한국,엘디엘마운트(LDLMOUNT)는 편리하고 효율적인 제품을 만들기 위해 노력합니다.,209
스트렝스라이프,STRENGTHLIFE,https://image.msscdn.net/mfile_s01/_brand/free_medium/strengthlife.png?202401191801,SINCE 2021,한국,스트렝스라이프(STRENGTH LIFE)는 좋은 퀄리티의 제품을 합리적인 가격에 제공하자는 철학을 기반으로 프리미엄 짐 웨어를 선보입니다.,14
포언더,FORUNDER,https://image.msscdn.net/mfile_s01/_brand/free_medium/forunder.png?202209140022,SINCE 2021,한국,포언더(FORUNDER)는 실용성을 중시한 뛰어난 퀄리티와 기능성의 상품을 선보입니다.,22
바이스 어치브 유쓰,BICEACHIEVEYOUTH,https://image.msscdn.net/mfile_s01/_brand/free_medium/biceachieveyouth.png?202401151403,SINCE 2023,한국,바이스 어치브 유쓰(BICE ACHIEVE YOUTH)는 'The Balance of Life&Myself'를 슬로건으로 하는 모던 컨템포러리 브랜드입니다. 가치를 탐구하고 환경을 생각하며 지속 가능한 디자인을 연구합니다.,26
세베로,SEVERO,https://image.msscdn.net/mfile_s01/_brand/free_medium/severo.png?202312221816,SINCE 1999,한국,세베로(SEVERO)는 대한민국의 라켓 스포츠용품 브랜드입니다. 스페인어로 '엄격한'이라는 뜻의 '세베로'는 이름처럼 엄격한 품질 관리와 표준을 준수하고 있습니다. 뛰어난 품질의 제품을 저렴한 가격에 제공하여 더 많은 사람들이 스포츠를 즐기고 건강한 라이프스타일을 유지할 수 있도록 노력하고 있습니다.,7
위캔데어,WECANDARE,https://image.msscdn.net/mfile_s01/_brand/free_medium/wecandare.png?202401101651,SINCE 2023,한국,위캔데어(WECANDARE)는 한계를 뛰어넘고 도전을 환영하는 애슬레저 브랜드입니다.,5
스파이스띵스업,SPICETHINGSUP,https://image.msscdn.net/mfile_s01/_brand/free_medium/spicethingsup.png?202401091106,SINCE 2023,한국,"스파이스띵스업(SPICETHINGSUP)은 시시각각 변해가는 현시대에 느리지만 변하지 않는 본질의 가치, '장인정신'을 기반으로 브랜드만의 독자성과 희소가치를 반영합니다. 다양한 소재와 흥미로운 아이템으로 평범한 일상에 특별함을 담을 수 있는 고유의 스타일을 선사합니다.",29
오오오마켓,OOOMARKET,https://image.msscdn.net/mfile_s01/_brand/free_medium/ooomarket.png?202307110206,SINCE 2023,한국,"오오오마켓(OOOMARKET)은 여행 중 낯선 동네의 시장 구석에서 마음에 드는 오래된 제품을 발견했을 때의 기쁨, 그리고 그 안에 들어있는 날 것 그대로의 표현이 가득한 사용 설명서를 읽는 즐거움을 추구하는 브랜드입니다.",30
메조쿤스트,MEZZOKUNST,https://image.msscdn.net/mfile_s01/_brand/free_medium/mezzokunst.png?202305310255,SINCE 2017,한국,"MEZZOKUNST(메조쿤스트)는 ""예술과 패션 사이에 공존하는 매력적인 매개로 우리는 적절한 조화를 이룬다.""는 슬로건을 바탕으로 뉴 클래식, 서브 컬쳐를 지향하고 중성적인 감성을 세련된 스트리트 라인으로 제안하는 브랜드입니다.",167
아무 코리아,AMUKOREA,https://image.msscdn.net/mfile_s01/_brand/free_medium/amukorea.png?202401100056,SINCE 2014,한국,"AMU KOREA(아무 코리아)는 개성 있는 모노톤 & 미니멀리즘 오버사이즈의 정확한 디자인을 하고 아방가르드 유니섹스라는 컨셉으로 무정형의 그래픽, 최상의 핸드페인팅을 기반으로 하여 오리지널 내면의 감각과 무드를 지향합니다.",198
로킨,ROKIN,https://image.msscdn.net/mfile_s01/_brand/free_medium/rokin.png?202311030608,SINCE 2021,한국,"로킨(ROKIN)은 아카이브의 한 페이지를 열어 만들어 냅니다. 잊고 있던 것들에 대한 탐구에서부터 현재의 우리에게 이어지는 시간에 대한 결과물까지, 어제의 기억 속 내일의 모습을 완성하는 시간을 제시합니다.",14
레터,LETTER,https://image.msscdn.net/mfile_s01/_brand/free_medium/letter.png?202309210201,SINCE 2020,한국,"레터(LETTER)는 클래식 복식을 기반으로 소재의 변주와 절제된 디테일, 편안한 실루엣으로 브랜드의 가치를 드러냅니다.",5
아트워크 뮤지엄,ARTWORKMUSEUM,https://image.msscdn.net/mfile_s01/_brand/free_medium/artworkmuseum.png?202309150429,SINCE 2018,한국,아트워크 뮤지엄(ARTWORK MUSEUM)은 아트와 트렌드의 경계 사이를 일상에서 편안하게 착용할 수 있는 스트릿 웨어로 선보입니다. 독창적인 그래픽 아트를 담아 개성을 표현합니다.,20
논포멀하우스,NONFORMALHAUS,https://image.msscdn.net/mfile_s01/_brand/free_medium/nonformalhaus.png?202305040023,SINCE 2022,한국,논포멀하우스(NONFORMAL HAUS)는 유연한 착용감과 아름다운 실루엣으로 우리에게 에너지를 주는 테니스 웨어를 만듭니다. 스포츠 웨어와 일상복의 경계를 허물고 능동적인 우리의 모습을 이끄는 옷에 대해 소개합니다.,20
마이뷰101,MYVIEW101,https://image.msscdn.net/mfile_s01/_brand/free_medium/myview101.png?202312070713,SINCE 2021,한국,마이뷰101(MYVIEW101)은 다양한 골프 프로젝트와 경험을 토대로 골퍼에게 중점을 두는 브랜드입니다. 심플함에 화려함을 담은 디자인과 새로운 트렌드를 연구하고 이러한 트렌드를 마이뷰101만의 방식으로 표현하는 것에 집중합니다.,91
하우지안,HAUZIAN,https://image.msscdn.net/mfile_s01/_brand/free_medium/hauzian.png?202312121723,SINCE 2011,한국,"하우지안(HAUZIAN)은 '지혜롭고 편안한 집'이란 의미이며, 집을 뜻하는 HOUSE(하우스), 지혜로움을 뜻하는 智(지), 편안함을 뜻하는 安(안)의 합성어입니다. 하우지안은 가정의 일상을 생각하며 보다 편안한 라이프스타일을 위해 제품을 개발합니다.",9
브로이스터,BROISTER,https://image.msscdn.net/mfile_s01/_brand/free_medium/broister.png?202208010048,SINCE 2014,한국,"BROISTER(브로이스터)는 Brother & Sister 의 약자로 실용성(practicality)과 편안함(comfortability), 세련된(Smartness) 스타일로 누구나 편안하게 착용하기 좋은 클래식 캐쥬얼 브랜드입니다. 우수한 품질의 원단을 사용, 전 공정 과정을 한국 가방 장인들과의 수작업으로 진행하여 최상의 퀄리티를 완성하고, 넉넉한 수납공간으로 실용성을 높이고 있습니다.",33
코유,KOYU,https://image.msscdn.net/mfile_s01/_brand/free_medium/koyu.png?202306050735,SINCE 2018,한국,코유(KOYU)는 아웃도어 문화를 기반으로 아웃도어 활동에서 일상으로 이어지는 즐거움을 제안합니다. 슬로건인 'LESS IS MORE'는 불필요함을 제외한 심플함을 강조하며 디렉터의 아웃도어 필드 경험에서 영감을 받아 모든 제품을 디자인합니다.,21
트로이,TROIA,https://image.msscdn.net/mfile_s01/_brand/free_medium/troia.png?202312122125,SINCE 2021,한국,"트로이(TROIA)는 고대 그리스의 영웅 서사에서 영감을 받은 브랜드로, 세계 시장에서 인기를 끌고 있습니다.",13
글렌스키,GLENNSKI,https://image.msscdn.net/mfile_s01/_brand/free_medium/glennski.png?202311280213,SINCE 2022,한국,글렌스키(GLENNSKI)는 가벼우면서도 뛰어난 보온력으로 많은 사랑을 받는 국내 스노보드 웨어 브랜드입니다.,21
까스텔바작,CASTELBAJAC,https://image.msscdn.net/mfile_s01/_brand/free_medium/castelbajac.png?202207041747,SINCE 2016,한국,"까스텔바작(CASTELBAJAC)은 세계 유명 인사들이 사랑한 프랑스 디자이너 장 샤를 드 까스텔바작(Jean Charles de Castelbajac)의 브랜드입니다. 그가 직접 디자인한 퍼퓸, 그중에서도 뷰티풀데이 컬렉션은 까스텔바작의 시그니처 컬러인 옐로, 레드, 블루를 콘셉트에 녹여 유니크하면서도 감각적으로 표현합니다.",1208
루이까또즈 골프,LOUISQUATORZEGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/louisquatorzegolf.png?202311140951,SINCE 2021,한국,루이까또즈 골프(LOUIS QUATORZE GOLF)는 브랜드의 헤리티지를 바탕으로 한 클래식 무드의 골프 컬렉션을 선보입니다. 시그니처 모노그램 패턴을 활용한 다양한 골프 아이템으로 클래식한 골프 라이프를 제안합니다.,10
데니스골프,DENNISGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/dennisgolf.png?202311270018,SINCE 2010,한국,데니스골프(DENNIS GOLF)는 30대부터 50대까지 어울리는 세련되고 심플하면서도 트렌드를 반영한 스타일과 디자인을 추구합니다.,269
핍스마트,PHYPSMART,https://image.msscdn.net/mfile_s01/_brand/free_medium/phypsmart.png?202309200245,SINCE 2023,한국,"핍스마트(PHYPS MART)는 피지컬 에듀케이션 디파트먼트(PHYPS)에 입학한 친구들이 마트에서 함께 아르바이트를 하며 벌어지는 이야기를 담습니다. 축구, 농구, 테니스 등 친구들이 함께 즐기는 구기종목부터 생활체육을 대표하는 줄넘기, 수영을 비롯해 엔터테인먼트 분야의 춤, 밈(meme) 등을 굿즈에 담아 멘털과 피지컬 건강의 새로운 가치와 커뮤니티를 만듭니다.",25
키티포터리,KITTYPOTTERY,https://image.msscdn.net/mfile_s01/_brand/free_medium/kittypottery.png?202311271405,SINCE 2023,한국,키티포터리(KITTY POTTERY)는 고양이의 자유분방한 성격과 도자기의 성질에서 영감을 받은 합성어입니다. 브랜드의 심벌인 고양이와 도시 곳곳에서 영감을 받은 과감하고 새로운 비주얼을 매 시즌 선보입니다.,51
에스테네,ESTENE,https://image.msscdn.net/mfile_s01/_brand/free_medium/estene.png?202311160725,SINCE 2020,한국,에스테네(ESTENE)는 'We create good vibes'라는 슬로건을 바탕으로 감성적인 디자인의 실용적인 제품을 개발하고 제작하는 캠핑 아웃도어 브랜드입니다.,3
오버노우,OVERNOH,https://image.msscdn.net/mfile_s01/_brand/free_medium/overnoh.png?202306280655,SINCE 2023,한국,"오버노우(OVERNOH)는 '몇 번이고 무너져도 앞으로 나아간다'라는 뜻으로, 'over and over(몇 번이고 다시)'와 대표의 성 'Noh(노)'를 더한 이름입니다. 다양한 디자인적 시도를 통해 매 시즌 새로운 느낌을 선사하고자 합니다. '소수의 영광'이라는 뜻의 'The glory of the minority' 슬로건을 바탕으로 다수보다는 소수의 마니아를 위한 브랜드를 지향합니다.",14
이그나프,EGNAF,https://image.msscdn.net/mfile_s01/_brand/free_medium/egnaf.png?202311100215,SINCE 2021,한국,이그나프(EGNAF)는 정신적으로 풍요로운 레저 스포츠 문화를 만들기 위해 노력하는 브랜드입니다.,11
플루이드,FLUID,https://image.msscdn.net/mfile_s01/_brand/free_medium/fluid.png?202306280221,SINCE 2019,한국,"플루이드(FLUID)는 부드러움, 유연함이라는 뜻입니다. 잘 만들어진 옷으로 입는 이에게 부드러운 움직임과 기분 좋은 착용감을 선사한다는 뜻을 담고 있습니다.",22
티마운트,TMOUNT,https://image.msscdn.net/mfile_s01/_brand/free_medium/tmount.png?202204200506,SINCE 2015,한국,"티마운트(TMOUNT)는 목재, 코팅제, 고분자 수지 등 기초 소재 산업 기술과 탁구용품 개발 경험을 바탕으로 대한민국 탁구 레전드 김택수 감독과 프리미엄 탁구용품을 공동 개발, 출시하고 있습니다.",21
아우라,AURA,https://image.msscdn.net/mfile_s01/_brand/free_medium/aura.png?202208090256,SINCE 2017,한국,"아우라(AURA)는 건강하고 향기로운 라이프스타일을 추구하는 샤프란의 프리미엄 페브릭 케어 브랜드입니다. 초고농축 포뮬러를 통해 적은 양으로도 부드러운 섬유 보호 효과와 은은하고 오래 가는 향기를 선사합니다. 또한 석유계 계면활성제, 인공 색소 등을 첨가하지 않고 피부 테스트를 완료하여 온 가족이 안심하고 사용할 수 있습니다.",4
홍홀,HONGHOL,https://image.msscdn.net/mfile_s01/_brand/free_medium/honghol.png?202310310245,SINCE 2019,한국,홍홀(HONGHOL)은 패션 액세서리를 넘어 눈 건강을 지키는 생활필수품으로써의 선글라스를 제안합니다.,43
코비스,KOVISS,https://image.msscdn.net/mfile_s01/_brand/free_medium/koviss.png?202204150143,SINCE 2002,한국,코비스스포츠(KOVISS SPORTS)는 반영구적으로 사용 가능하여 자연 친화적이고 살아있는 것처럼 튕기며 일어서는 스프링 골프 티를 세계 최초로 개발하였습니다. 이를 기반으로 다양한 골프 액세서리와 스포츠용품을 제조하고 유통하는 스포츠용품 브랜드로 발돋움하였습니다.,87
모아캠핑,MOACAMPING,https://image.msscdn.net/mfile_s01/_brand/free_medium/moacamping.png?202310240224,SINCE 2019,한국,모아캠핑(MOACAMPING)은 캠퍼들을 위한 트렌디하고 패셔너블한 디자인의 캠핑 브랜드입니다. 우수한 품질과 가성비의 캠핑용품을 생산하고 있습니다.,25
방떼,VENTE,https://image.msscdn.net/mfile_s01/_brand/free_medium/vente.png?202302240131,SINCE 2019,한국,"방떼(VENTE)는 고요하지만 잠재적인 에너지를 가진 바람을 의미하며, 웨어러블하면서도 우아함을 돋보이게 하는 컨템포러리 브랜드입니다. ""The Hue of the Moment"" 지금 이순간의 기억 하고 싶은 색채에 대한 이야기를 19 F/W 컬렉션을 통해 이야기하고 있습니다.",88
타임,THYME,https://image.msscdn.net/mfile_s01/_brand/free_medium/thyme.png?202110120128,SINCE 2021,한국,"타임(THYME)은 자유로우면서도 창조적인 삶을 살 수 있도록 당신에게 쉼을 선사하는 브랜드입니다. 타임만의 스타일과 편안함은 소중한 사람과 함께하는 모든 순간 속, 기존의 TPO로부터 자유로워지는 경험을 선사합니다.",44
플루프,PLOUF,https://image.msscdn.net/mfile_s01/_brand/free_medium/plouf.png?202302150106,SINCE 2020,한국,플루프(PLOUF)는 당신의 여행과 모험에 동기를 부여해 줄 트렌디한 스윔 웨어를 제안하는 브랜드입니다.,15
키마우라,KIMAURA,https://image.msscdn.net/mfile_s01/_brand/free_medium/kimaura.png?202308281023,SINCE 2020,한국,키마우라(KIMAURA)는 다양한 서브컬처를 기반으로 일상에서 편하게 즐길 수 있는 제품을 제작합니다. 주로 연속적이거나 반복되는 형태를 활용하고 동양적인 분위기를 담은 독자적인 디자인을 선보이고자 합니다.,16
메츠무아,METSMOI,https://image.msscdn.net/mfile_s01/_brand/free_medium/metsmoi.png?202306220044,SINCE 2023,한국,메츠무아(METSMOI)는 '입다'라는 뜻의 'mettre'와 '나'라는 뜻의 'moi'를 합친 말입니다. 나에게 있어 '나'는 세상에서 가장 편한 존재이며 단 하나뿐인 특별한 존재입니다. 우리는 편안함과 특별함을 공존시키기 위해 늘 연구합니다.,17
잔망풀,ZANMANGFUL,https://image.msscdn.net/mfile_s01/_brand/free_medium/zanmangful.png?202310060905,SINCE 2022,한국,잔망풀(ZANMANGFUL)은 작은 망사 원단으로 스윔웨어와 비치 웨어를 만드는 브랜드입니다.,17
지비에이치 어패럴,GBHAPPAREL,https://image.msscdn.net/mfile_s01/_brand/free_medium/gbhapparel.png?202402191032,SINCE 2006,한국,지비에이치 어패럴(GBH APPAREL)은 세대에 머무르지 않고 지속 가능한 아이템을 제시하며 일상에 아름다움을 더하는 패션 브랜드입니다.,32
혀프 바이 혀프,HYUPBYHYUF,https://image.msscdn.net/mfile_s01/_brand/free_medium/hyupbyhyuf.png?202309010813,SINCE 2020,한국,혀프 바이 혀프(HYUP BY HYUF)는 브레이킹 신에서 영감을 받은 디자이너 브랜드입니다. 디자이너 희협(Hee-Hyeop)의 이름에서 유래한 혀프 바이 혀프는 혀프에 의해 만들어진 브랜드 또는 브랜드로 인해 만들어지는 혀프라는 의미를 가지고 있습니다. 개인의 개성과 스타일을 만들어 가며 정해진 규칙 속 자유를 바탕으로 브랜드만의 힙합 무드를 지향합니다.,19
쿠르보,CURVO,https://image.msscdn.net/mfile_s01/_brand/free_medium/curvo.png?202105210156,SINCE 2019,한국,"쿠르보(CURVO)는 'Brevity In Move'라는 슬로건 아래, 감성적인 디자인과 활동성 모두를 만족시키는 곡선처럼 유연한 브랜드입니다.",20
카루셀골프,CAROUSELGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/carouselgolf.png?202309040611,SINCE 2021,한국,카루셀골프(CAROUSEL GOLF)는 SYZ의 송유진 디자이너가 전개하는 골프 웨어&라이프스타일 브랜드입니다. 시그니처 프린트를 기반으로 한 레트로풍의 감도 높은 하이엔드 패션 골프 웨어를 선보입니다.,101
러플,LUPL,https://image.msscdn.net/mfile_s01/_brand/free_medium/lupl.png?202305240640,SINCE 2022,한국,"러플(LUPL)은 장애인과 아동 등 사회취약계층의 자유를 수호하기 위해 노력하는 사회 공헌 브랜드입니다. 사회 발전에 이바지하기 위한 프로젝트를 진행하고, 의미를 담은 의류를 제작하며 누군가는 당연히 누리는 자유를 모두가 당연히 누릴 수 있는 세상을 만드는 데 보탬이 되고자 합니다.",22
덕힙,DUCKHIP,https://image.msscdn.net/mfile_s01/_brand/free_medium/duckhip.png?202309250618,SINCE 2021,한국,덕힙(DUCKHIP)은 유익하고 경쾌한 기쁨을 선사하는 제품을 만드는 데 가치를 둡니다. 고객에게 즐거움과 편안함의 가치를 제공하기 위해 최선을 다하는 브랜드입니다.,1
